AgeSubject,Word,LengthInLetters,WrittenFrequency,WordCategory,RTlexdec,RTnaming
young,fact,4,9.11943049661634,N,567.8700000000014,445.4999999999982
young,fence,5,5.99146454710798,N,622.5399999999997,468.0000000000014
young,string,6,6.01126717440416,N,582.9999999999989,481.9000000000012
young,strife,6,4.71849887129509,N,677.6700000000044,467.59999999999854
young,sprite,6,1.94591014905531,N,722.9699999999999,514.1000000000006
young,herb,4,4.47733681447821,N,660.659999999997,453.19999999999925
young,herd,4,5.18178355029209,N,634.96000000000015,452.4999999999998
young,grove,5,4.97673374242057,N,690.3599999999985,471.79999999999785
young,wow,3,3.61091791264422,N,566.3300000000027,464.6000000000005
young,word,4,8.2817239904114,N,602.5900000000003,442.89999999999895
young,sake,4,6.8373328146856,N,658.7200000000034,477.8000000000006
young,knoll,5,3.49650756146648,N,709.7699999999952,467.2000000000013
young,sash,4,3.73766961828337,N,684.5600000000006,500.10000000000105
young,aisle,5,4.86753445045558,N,662.8100000000024,509.7999999999972
young,knife,5,6.49828214947643,N,518.5300000000001,436.9999999999999
young,flame,5,5.59471137960184,N,589.4400000000016,508.3000000000015
young,worm,4,4.89783979995091,N,569.3100000000017,453.19999999999925
young,torque,6,3.63758615972639,N,677.5000000000025,491.7000000000032
young,sack,4,5.48893772615669,N,584.3100000000011,476.59999999999934
young,hearth,6,4.39444915467244,N,622.8499999999989,485.5000000000001
young,do,2,10.5543533408395,N,553.770000000001,462.2
young,flail,5,2.77258872223978,N,827.9500000000056,501.7999999999989
young,branch,6,6.86901445066571,N,584.5699999999993,451.9999999999994
young,thought,7,9.462421173185,N,546.4299999999997,497.2000000000019
young,theme,5,6.20859002609663,N,574.8500000000003,488.99999999999886
young,grill,5,4.38202663467388,N,612.0000000000022,469.7000000000001
young,debt,4,6.11809719804135,N,600.4300000000014,480.40000000000083
young,eel,3,4.38202663467388,N,689.1799999999997,499.500000000001
young,bowl,4,6.26530121273771,N,579.8600000000026,475.49999999999744
young,book,4,8.50370260123374,N,577.3300000000011,463.900000000001
young,sense,5,8.54675199365778,N,606.2399999999997,503.00000000000045
young,flair,5,4.00733318523247,N,687.7399999999984,500.7000000000003
young,swine,5,3.61091791264422,N,601.6800000000015,472.00000000000233
young,stance,6,5.48893772615669,N,658.1200000000001,490.39999999999924
young,church,6,7.95331834656043,N,562.9999999999997,459.79999999999956
young,boon,4,6.57368016696065,N,725.3799999999983,467.2999999999999
young,stench,6,4.34380542185368,N,711.2600000000016,526.4999999999999
young,blast,5,5.29831736654804,N,565.8300000000004,443.9000000000003
young,ear,3,6.62273632394984,N,541.9300000000018,473.8999999999987
young,draft,5,5.29831736654804,N,583.9700000000017,459.300000000001
young,boss,4,6.02586597382531,N,558.8599999999982,460.09999999999866
young,lake,4,6.57786135772105,N,564.5699999999991,440.59999999999866
young,boot,4,5.07517381523383,N,586.73,464.90000000000026
young,page,4,6.98007594056176,N,571.5200000000003,453.09999999999866
young,psalm,5,3.68887945411394,N,707.689999999998,565.3000000000027
young,pace,4,6.44571981938558,N,605.7500000000028,477.29999999999956
young,lace,4,5.25227342804663,N,602.730000000001,443.1999999999981
young,task,4,7.06902342657826,N,558.1700000000011,460.20000000000203
young,pawn,4,3.71357206670431,N,630.8299999999989,476.0999999999985
young,lawn,4,5.91079664404053,N,546.3099999999988,444.2999999999986
young,court,5,7.73061406606374,N,536.4800000000008,472.39999999999657
young,dwarf,5,4.86753445045558,N,623.6399999999998,503.00000000000045
young,count,5,7.23993259132047,N,550.8599999999981,448.9999999999981
young,pack,4,6.17378610390194,N,619.039999999998,449.2999999999979
young,nonce,5,1.09861228866811,N,646.9999999999997,477.09999999999945
young,shame,5,6.0591231955818,N,572.6599999999999,412.2999999999981
young,stole,5,5.23644196282995,N,568.590000000001,472.8000000000006
young,lass,4,3.2188758248682,N,785.6499999999995,459.40000000000094
young,freight,7,4.60517018598809,N,660.069999999998,522.9999999999983
young,coke,4,4.61512051684126,N,545.1700000000005,446.80000000000206
young,whack,5,3.13549421592915,N,643.2099999999994,468.7999999999986
young,stunt,5,4.24849524204936,N,638.3899999999977,496.30000000000257
young,clause,6,4.85203026391962,N,740.0000000000031,488.5999999999999
young,tact,4,4.34380542185368,N,650.7499999999969,469.60000000000144
young,pact,4,5.79909265446053,N,604.6899999999998,456.0999999999977
young,cowl,4,1.79175946922805,N,784.3300000000004,480.50000000000125
young,verve,5,2.30258509299405,N,731.000000000001,497.0000000000005
young,strap,5,4.52178857704904,N,629.4799999999979,484.2999999999982
young,piece,5,7.64156444126097,N,592.8699999999974,462.5000000000002
young,cock,4,4.75359019110636,N,649.6699999999969,482.40000000000185
young,pound,5,6.64639051484773,N,604.6299999999985,457.10000000000076
young,fringe,6,5.48893772615669,N,656.2200000000001,493.4000000000017
young,coop,4,1.38629436111989,N,732.9399999999974,476.00000000000017
young,school,6,8.85152027169106,N,561.8999999999985,504.49999999999795
young,straw,5,5.98645200528444,N,605.1100000000018,468.19999999999976
young,mash,4,4.00733318523247,N,627.0699999999965,443.999999999998
young,nerve,5,5.55295958492162,N,616.3800000000015,457.39999999999975
young,fraud,5,4.79579054559674,N,679.1399999999976,480.90000000000157
young,torch,5,5.0998664278242,N,597.7199999999987,437.50000000000017
young,yawl,4,1.94591014905531,N,763.3600000000026,476.9999999999993
young,mask,4,5.53733426701854,N,565.4000000000002,431.69999999999925
young,fern,4,3.76120011569356,N,733.0800000000028,479.3000000000021
young,glass,5,7.71735127218533,N,557.250000000001,469.39999999999833
young,brake,5,4.40671924726425,N,612.9999999999991,447.5999999999999
young,hose,4,4.20469261939097,N,628.1400000000007,466.50000000000085
young,hood,4,4.40671924726425,N,621.0000000000006,456.4999999999986
young,chain,5,6.37331978957701,N,586.8699999999977,445.30000000000143
young,dose,4,4.78749174278205,N,641.2100000000004,455.90000000000185
young,mass,4,7.55066124310534,N,599.5000000000005,436.800000000002
young,knee,4,6.26909628370626,N,553.7100000000004,470.0999999999976
young,clamp,5,3.46573590279973,N,661.2099999999992,490.300000000001
young,duel,4,4.14313472639153,N,610.5699999999995,461.10000000000014
young,brace,5,4.04305126783455,N,623.4500000000032,472.50000000000136
young,champ,5,1.09861228866811,N,675.1099999999991,459.79999999999956
young,mast,4,3.85014760171006,N,649.4999999999972,457.20000000000186
young,hoof,4,3.71357206670431,N,646.1499999999996,483.7000000000014
young,hump,4,4.15888308335967,N,697.6799999999998,450.5999999999983
young,snag,4,3.87120101090789,N,621.8099999999982,470.4000000000012
young,chair,5,7.53743003658651,N,549.0699999999998,444.7999999999988
young,rod,3,6.22257626807137,N,590.679999999998,459.2000000000014
young,brawn,5,2.39789527279837,N,829.7499999999964,474.5999999999986
young,roe,3,3.2188758248682,N,701.5000000000031,465.0000000000019
young,orb,3,2.19722457733622,N,776.5799999999987,457.10000000000076
young,hook,4,6.3135480462771,N,553.6200000000002,446.49999999999824
young,shoe,4,5.53733426701854,N,571.1099999999957,423.69999999999834
young,berth,5,4.23410650459726,N,700.0700000000016,469.39999999999833
young,doom,4,4.58496747867057,N,594.7599999999983,459.6999999999991
young,ore,3,4.02535169073515,N,685.3300000000012,460.09999999999866
young,dock,4,5.31811999384422,N,601.7199999999982,447.09999999999764
young,dime,4,4.20469261939097,N,589.5499999999988,422.60000000000167
young,brass,5,5.82894561761021,N,618.5699999999979,461.10000000000014
young,hoop,4,3.3322045101752,N,577.6299999999989,472.90000000000003
young,serf,4,1.94591014905531,N,702.4399999999974,472.8000000000006
young,lye,3,2.89037175789616,N,786.2399999999964,465.29999999999853
young,gene,4,4.7361984483945,N,687.7399999999984,492.4000000000006
young,filth,5,4.61512051684126,N,682.8100000000028,504.39999999999753
young,vase,4,4.27666611901606,N,639.759999999997,488.80000000000234
young,door,4,8.68135077758252,N,594.7000000000012,454.2000000000007
young,host,4,5.91079664404053,N,632.7999999999975,468.0999999999978
young,rake,4,3.97029191355212,N,614.5299999999994,445.4000000000014
young,lug,3,2.63905732961526,N,624.0899999999996,443.300000000001
young,lid,3,5.50938833662798,N,614.8600000000002,462.2
young,rash,4,5.22035582507832,N,601.9999999999993,454.9000000000008
young,rage,4,6.282266746896,N,584.3799999999997,444.40000000000214
young,race,4,7.23201033166476,N,553.7100000000004,446.19999999999914
young,lee,3,5.73334127689775,N,720.6499999999991,454.00000000000097
young,lad,3,5.23110861685459,N,571.3300000000012,446.6000000000011
young,shop,4,7.3304052118444,N,603.3199999999989,441.9000000000024
young,thong,5,2.484906649788,N,697.410000000001,493.99999999999886
young,point,5,8.88502565805085,N,566.169999999998,475.49999999999744
young,leg,3,7.03702761468628,N,553.1400000000014,434.9999999999981
young,dial,4,4.34380542185368,N,596.37,458.1000000000017
young,guild,5,4.70048036579242,N,716.7300000000007,505.5000000000018
young,shot,4,7.33888813383888,N,552.2900000000009,423.2
young,launch,6,5.67332326717149,N,571.7100000000031,454.79999999999967
young,guile,5,3.29583686600433,N,740.4399999999965,504.2000000000003
young,rack,4,5.02388052084628,N,611.7199999999985,446.80000000000206
young,rasp,4,2.30258509299405,N,701.9300000000038,435.59999999999764
young,foe,3,5.52146091786225,N,644.3899999999994,474.30000000000194
young,thorn,5,4.49980967033027,N,617.4499999999994,465.60000000000105
young,mood,4,6.7093043402583,N,560.7700000000008,450.5999999999983
young,fog,3,5.12989871492307,N,596.4700000000015,479.7000000000009
young,lip,3,5.72031177660741,N,616.6500000000018,445.59999999999815
young,wrack,5,1.79175946922805,N,613.3100000000004,490.9999999999999
young,lap,3,5.8111409929767,N,640.0399999999976,454.49999999999835
young,tweed,5,4.48863636973214,N,577.0799999999989,495.10000000000133
young,sauce,5,5.60947179518496,N,588.0400000000024,489.2000000000013
young,snail,5,3.85014760171006,N,617.7900000000021,522.0999999999963
young,draught,7,4.85981240436167,N,666.4099999999964,492.00000000000074
young,moon,4,6.85856503479136,N,562.59,442.0000000000007
young,law,3,8.00101996132365,N,599.330000000001,447.2000000000004
young,mime,4,3.91202300542815,N,755.8300000000015,456.0999999999977
young,guilt,5,6.4831073514572,N,651.2299999999968,468.39999999999907
young,moss,4,4.74493212836325,N,592.0700000000015,445.70000000000005
young,grace,5,5.92425579741453,N,576.2999999999997,478.8999999999983
young,wage,4,6.09582456243222,N,593.2600000000002,448.399999999998
young,fox,3,5.18178355029209,N,523.6899999999994,461.10000000000014
young,perk,4,2.70805020110221,N,680.3099999999971,468.30000000000183
young,sphere,6,5.52545293913178,N,600.6300000000011,492.4000000000006
young,wasp,4,3.78418963391826,N,596.0999999999997,454.99999999999994
young,shelf,5,5.50938833662798,N,584.1700000000001,431.00000000000097
young,grass,5,7.30249642372733,N,580.6999999999975,468.0999999999978
young,nose,4,7.17625453201714,N,586.8000000000019,469.60000000000144
young,lens,4,4.75359019110636,N,624.4699999999967,457.60000000000076
young,food,4,8.42354163533478,N,540.0700000000026,508.9000000000017
young,witch,5,5.63478960316925,N,573.5900000000016,451.40000000000214
young,voice,5,8.33327035325531,N,511.29999999999814,458.90000000000083
young,tent,4,6.48920493132532,N,571.6199999999985,445.20000000000005
young,squire,6,4.15888308335967,N,700.2500000000014,509.90000000000015
young,lurch,5,3.68887945411394,N,754.2600000000042,457.5000000000018
young,leash,5,2.70805020110221,N,591.9000000000005,465.3999999999993
young,fuel,4,6.7202201551353,N,555.2700000000026,491.49999999999943
young,cramp,5,3.89182029811063,N,627.2900000000006,484.99999999999835
young,spell,5,5.95583736946483,N,495.3799999999976,500.50000000000256
young,shell,5,6.25190388316589,N,598.3099999999978,431.8000000000015
young,noise,5,7.04141166379481,N,548.8399999999974,454.39999999999935
young,jowl,4,2.39789527279837,N,718.9299999999976,484.99999999999835
young,fowl,4,3.61091791264422,N,595.4999999999972,473.8000000000025
young,dirge,5,1.94591014905531,N,684.8199999999978,482.4999999999996
young,roost,5,3.63758615972639,N,636.8900000000021,472.8000000000006
young,nook,4,2.70805020110221,N,740.8899999999993,457.30000000000035
young,fool,4,6.46925031679577,N,519.409999999998,477.8999999999989
young,swamp,5,4.44265125649032,N,598.1299999999978,483.0999999999995
young,paunch,6,3.40119738166216,N,738.9200000000027,509.19999999999925
young,noon,4,5.67332326717149,N,578.2099999999984,452.4000000000022
young,quart,5,4.04305126783455,N,678.5199999999986,493.09999999999957
young,foot,4,7.49443021503157,N,604.5300000000045,469.60000000000144
young,fluke,5,3.85014760171006,N,610.5600000000019,490.9999999999999
young,tripe,5,2.89037175789616,N,668.0999999999987,474.6999999999991
young,cape,4,5.63121178182137,N,586.5700000000013,461.8000000000021
young,prize,5,6.01615715969835,N,583.899999999999,463.900000000001
young,calf,4,5.23110861685459,N,626.5399999999987,479.4999999999984
young,sub,3,2.63905732961526,N,786.5699999999985,471.10000000000207
young,cinch,5,2.30258509299405,N,737.4499999999991,515.3999999999976
young,sea,3,7.96311205897929,N,558.1000000000014,469.90000000000003
young,quince,6,1.6094379124341,N,783.6700000000008,490.0999999999993
young,drove,5,7.03790596344718,N,672.1800000000018,484.4000000000015
young,suit,4,7.00940893270864,N,625.669999999998,469.60000000000144
young,gown,4,5.11198778835654,N,661.5399999999975,494.60000000000196
young,verb,4,3.76120011569356,N,640.1399999999966,479.2000000000004
young,goon,4,1.79175946922805,N,828.6699999999975,492.0999999999987
young,blood,5,7.83873755959928,N,574.3900000000026,480.50000000000125
young,smelt,5,4.85981240436167,N,724.8099999999959,524.5999999999983
young,bloke,5,4.75359019110636,N,760.180000000003,477.1999999999994
young,stair,5,3.93182563272433,N,567.9999999999992,489.2000000000013
young,slough,6,2.30258509299405,N,711.8300000000003,500.50000000000256
young,sum,3,6.34388043412633,N,588.2499999999987,456.0999999999977
young,mob,3,5.25227342804663,N,588.7900000000003,434.60000000000025
young,sun,3,7.89729647259588,N,557.26,470.9000000000004
young,soot,4,3.55534806148941,N,754.8400000000036,509.09999999999974
young,sup,3,2.63905732961526,N,585.4000000000028,473.1999999999992
young,myth,4,5.87773578177964,N,577.9200000000026,453.19999999999925
young,flour,5,6.13772705408623,N,572.3299999999987,476.19999999999897
young,bloom,5,4.63472898822964,N,570.4099999999986,474.7999999999988
young,print,5,6.14418563412565,N,573.1299999999989,484.79999999999774
young,block,5,6.52356230614951,N,512.300000000002,453.09999999999866
young,hound,5,3.73766961828337,N,641.4999999999994,476.0999999999985
young,sir,3,6.92559519711047,N,666.1099999999997,483.7000000000014
young,sap,3,3.87120101090789,N,691.1599999999995,483.50000000000034
young,scout,5,4.17438726989564,N,664.9599999999947,508.100000000002
young,set,3,8.80807015476454,N,584.789999999998,474.30000000000194
young,mom,3,4.59511985013459,N,597.6000000000016,443.9000000000003
young,date,4,6.9782137426307,N,530.2300000000013,444.99999999999994
young,realm,5,5.18178355029209,N,637.6500000000009,482.70000000000147
young,gab,3,1.09861228866811,N,717.5800000000021,469.90000000000003
young,dale,4,3.58351893845611,N,776.4100000000051,469.7000000000001
young,mop,3,4.31748811353631,N,630.339999999998,444.2000000000011
young,sex,3,7.70391020961631,N,564.4500000000023,469.99999999999795
young,saw,3,8.84577725518844,N,547.4299999999985,464.5000000000031
young,pump,4,5.605802066296,N,606.2500000000043,477.4999999999975
young,lump,4,5.4510384535657,N,626.8999999999982,447.5
young,sax,3,1.79175946922805,N,716.3600000000009,461.5000000000014
young,night,5,8.94533261656327,N,590.4600000000006,462.6999999999981
young,gig,3,2.39789527279837,N,749.289999999996,492.00000000000074
young,latch,5,3.85014760171006,N,582.9600000000017,469.39999999999833
young,gag,3,3.55534806148941,N,703.7500000000001,461.5000000000014
young,gum,3,4.53259949315326,N,628.4800000000022,468.30000000000183
young,town,4,8.11042723757502,N,572.889999999998,443.6999999999985
young,tool,4,5.67675380226828,N,531.0000000000005,458.0000000000022
young,pool,4,6.43133108193348,N,579.5200000000009,468.7999999999986
young,limb,4,4.9272536851572,N,547.5699999999981,452.4999999999998
young,hall,4,7.67832635650689,N,579.3400000000004,460.3000000000018
young,gun,3,7.03790596344718,N,578.1199999999993,463.4000000000021
young,loom,4,3.97029191355212,N,693.8899999999988,453.09999999999866
young,gyp,3,1.09861228866811,N,710.5000000000031,555.4000000000004
young,loon,4,2.484906649788,N,701.8599999999971,450.9000000000009
young,lock,4,5.89715386763674,N,590.4300000000027,449.09999999999906
young,gel,3,1.94591014905531,N,655.9199999999985,488.99999999999886
young,time,4,10.3764243757593,N,566.9000000000009,453.9
young,shuck,5,1.79175946922805,N,885.5000000000017,450.9000000000009
young,lime,4,4.99721227376411,N,566.9599999999995,444.7999999999988
young,gin,3,5.59471137960184,N,639.1399999999979,504.0000000000005
young,gem,3,2.89037175789616,N,618.0400000000013,483.80000000000143
young,gal,3,2.89037175789616,N,754.8300000000004,471.30000000000217
young,loop,4,4.68213122712422,N,572.8700000000024,449.5999999999995
young,ash,3,6.47850964220857,N,557.8999999999986,435.9000000000014
young,age,3,8.39795910349254,N,592.4199999999992,464.09999999999997
young,ace,3,4.21950770517611,N,623.6100000000002,456.30000000000155
young,loss,4,7.24565506759454,N,540.3700000000013,440.59999999999866
young,gut,3,4.68213122712422,N,664.999999999997,453.4000000000008
young,crepe,5,3.29583686600433,N,752.9000000000027,518.700000000003
young,post,4,7.13886699994552,N,618.4800000000006,445.4000000000014
young,gap,3,6.41673228251233,N,586.0700000000029,462.60000000000036
young,loot,4,4.30406509320417,N,599.6999999999977,452.69999999999857
young,halt,4,5.59098698051086,N,640.0399999999976,451.60000000000144
young,whoop,5,2.19722457733622,N,726.9599999999988,473.8999999999987
young,gas,3,7.14677217945264,N,580.7099999999978,447.4000000000005
young,guy,3,6.14418563412565,N,581.5700000000003,471.10000000000207
young,tongue,6,6.40191719672719,N,559.5500000000021,459.59999999999957
young,groove,6,4.43081679884331,N,594.189999999997,494.8999999999997
young,spike,5,3.66356164612965,N,548.4000000000003,493.99999999999886
young,shoal,5,4.30406509320417,N,731.3300000000022,459.0000000000021
young,plaid,5,3.91202300542815,N,624.21000000000015,521.2
young,pimp,4,3.46573590279973,N,609.309999999999,478.69999999999834
young,bridge,6,6.94215670569947,N,557.469999999999,480.99999999999955
young,ass,3,5.15329159449778,N,555.8900000000014,442.6000000000004
young,youth,5,7.05617528410041,N,580.2099999999989,466.00000000000193
young,spice,5,3.91202300542815,N,540.0700000000026,465.0000000000019
young,queue,5,5.31320597904179,N,744.3299999999997,539.8999999999994
young,gay,3,5.48479693349065,N,668.3099999999985,454.49999999999835
young,pier,4,4.59511985013459,N,654.389999999997,479.3000000000021
young,caste,5,4.48863636973214,N,713.07,516.0999999999993
young,cloud,5,6.3297209055227,N,537.4499999999988,483.7000000000014
young,yoke,4,3.2188758248682,N,627.6500000000016,443.6999999999985
young,teens,5,4.48863636973214,N,590.8200000000026,479.4999999999984
young,chuck,5,3.76120011569356,N,747.3799999999973,470.7000000000016
young,plain,5,6.85224256905188,N,638.1800000000009,486.40000000000146
young,gloom,5,5.28320372873799,N,602.1399999999978,481.1000000000008
young,beck,4,2.56494935746154,N,814.2300000000002,483.2000000000022
young,queen,5,6.79122146272619,N,569.3799999999992,483.50000000000034
young,whoosh,6,3.2188758248682,N,673.1400000000014,483.6000000000012
young,gloss,5,3.95124371858143,N,599.5200000000017,480.0000000000017
young,ghost,5,5.8636311755981,N,620.0000000000018,472.1999999999988
young,cloak,5,4.82028156560504,N,658.6200000000001,497.9999999999986
young,quay,4,4.07753744390572,N,602.7100000000014,520.3999999999997
young,brook,5,4.36944785246702,N,714.1500000000017,474.09999999999894
young,choir,5,4.77068462446567,N,634.1399999999994,535.3000000000022
young,broom,5,4.76217393479776,N,633.0700000000021,484.90000000000157
young,tryst,5,2.484906649788,N,767.1799999999986,494.8999999999997
young,corpse,6,5.23110861685459,N,634.4799999999973,482.40000000000185
young,sheath,6,3.95124371858143,N,701.3799999999978,478.2999999999992
young,fate,4,6.37331978957701,N,591.530000000001,478.00000000000193
young,rose,4,7.21303165983487,N,606.7499999999993,439.7999999999996
young,nape,4,3.55534806148941,N,701.890000000002,454.00000000000097
young,jape,4,0.693147180559945,N,519.6700000000001,484.90000000000157
young,bale,4,3.29583686600433,N,755.0599999999991,454.49999999999835
young,roof,4,6.72383244082121,N,539.1400000000021,433.7999999999982
young,bath,4,6.70563909486,N,591.2299999999993,471.6000000000018
young,sluice,6,2.484906649788,N,801.1700000000027,513.4999999999984
young,rump,4,4.02535169073515,N,669.8100000000031,444.5000000000004
young,jade,4,3.46573590279973,N,654.9999999999986,471.00000000000125
young,rook,4,2.19722457733622,N,722.7799999999983,469.60000000000144
young,ball,4,7.41758040241454,N,579.4099999999992,458.2000000000022
young,room,4,9.01796847932873,N,587.7599999999991,446.69999999999857
young,rock,4,7.26332961747684,N,602.3100000000021,422.39999999999924
young,toe,3,5.15329159449778,N,542.7899999999973,447.29999999999905
young,rime,4,1.09861228866811,N,797.2900000000004,469.90000000000003
young,zip,3,3.78418963391826,N,596.1700000000011,468.30000000000183
young,spur,4,4.53259949315326,N,659.1700000000028,491.49999999999943
young,span,4,4.80402104473326,N,588.7300000000025,500.4000000000019
young,root,4,5.98896141688986,N,625.9000000000027,461.10000000000014
young,trash,5,4.20469261939097,N,572.4099999999995,453.09999999999866
young,ton,3,4.89034912822175,N,602.4800000000021,458.0000000000022
young,spit,4,4.65396035015752,N,646.770000000003,481.2999999999982
young,grease,6,4.99043258677874,N,607.9299999999995,495.6000000000012
young,top,3,8.35255436947459,N,526.0699999999995,431.1000000000004
young,spat,4,4.83628190695148,N,658.5199999999994,505.89999999999975
young,pause,5,6.15909538849193,N,556.9300000000065,462.09999999999974
young,snout,5,3.85014760171006,N,676.7399999999996,493.90000000000055
young,track,5,6.62539236800796,N,592.4799999999984,466.2000000000017
young,gate,4,6.77878489768518,N,655.8499999999968,462.99999999999795
young,wood,4,7.06219163228656,N,565.9999999999986,447.7999999999979
young,hob,3,2.07944154167984,N,622.0000000000005,462.2
young,sale,4,6.41345895716736,N,564.8600000000004,477.8000000000006
young,nun,3,4.57471097850338,N,620.929999999998,440.0000000000014
young,kale,4,3.71357206670431,N,791.7999999999998,490.9999999999999
young,gale,4,4.77068462446567,N,695.6199999999968,469.50000000000125
young,world,5,9.49897199346355,N,535.9699999999995,455.4999999999987
young,oath,4,4.55387689160054,N,592.7600000000012,467.4000000000013
young,nil,3,3.91202300542815,N,812.6000000000031,461.1999999999983
young,hoe,3,3.87120101090789,N,612.7099999999999,476.59999999999934
young,desk,4,7.29573507274928,N,577.0999999999996,455.7000000000014
young,wretch,6,2.39789527279837,N,604.8599999999971,479.39999999999793
young,view,4,8.26975694753298,N,604.0000000000033,480.6000000000007
